"Annotation" "Short-Name" "Core-gene" "Occurence" "Mean-abundance" "SD-abundance" "Mean-abundance-if-present" "SD-abundance-if-present"
"macromolecule metabolism; macromolecule synthesis, modification" "Gene7480" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"macromolecule metabolism; macromolecule synthesis, modification; dna - replication, repair, restr./modif." "Gene6757" NA "5" "0.0234741784037559" "0.15176056594936" "1" "0"
"Macrophage infectivity potentiator-related protein" "Gene4733" NA "12" "0.0657276995305164" "0.28384001112915" "1.16666666666667" "0.389249472080761"
"Maf-like protein" "Gene1258" NA "204" "0.957746478873239" "0.201640890276281" "1" "0"
"Magnesium and cobalt efflux protein CorC" "Gene0524" NA "213" "1.02816901408451" "0.165845260845097" "1.02816901408451" "0.165845260845097"
"Magnesium and cobalt transport protein CorA" "Gene0840" NA "213" "2.67605633802817" "1.01555795456252" "2.67605633802817" "1.01555795456252"
"Major facilitator superfamily" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Major facilitator superfamily (MFS) transporter" "Gene6315" NA "7" "0.0328638497652582" "0.17870014216457" "1" "0"
"major facilitator superfamily MFS_1" "Gene4918" NA "11" "0.0516431924882629" "0.221826943455005" "1" "0"
"Major facilitator superfamily MFS_1" "Gene8898" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Major facilitator superfamily transporter" "Gene4170" NA "21" "0.0985915492957746" "0.298815092891188" "1" "0"
"Major myo-inositol transporter IolT" "Gene5450" NA "7" "0.0328638497652582" "0.17870014216457" "1" "0"
"major pilin protein fimA" "Gene3189" NA "45" "0.211267605633803" "0.409169417248764" "1" "0"
"Major pilus subunit of type IV secretion complex, VirB2" "Gene5081" NA "10" "0.0469483568075117" "0.212026569533926" "1" "0"
"Major structural subunit of bundle-forming pilus precursor Bundlin BfpA" "Gene7007" NA "3" "0.0187793427230047" "0.167175236118464" "1.33333333333333" "0.577350269189626"
"Malate dehydrogenase (EC 1.1.1.37)" "Gene0577" NA "213" "1.05164319248826" "0.242159358908016" "1.05164319248826" "0.242159358908016"
"Malate Na(+) symporter" "Gene7889" NA "1" "0.00938967136150235" "0.137037741965506" "2" NA
"Malate synthase G (EC 2.3.3.9)" "Gene2181" NA "122" "0.591549295774648" "0.529617113086009" "1.0327868852459" "0.178812715612169"
"Malate--CoA ligase subunit alpha (EC 6.2.1.9)" "Gene2282" NA "111" "0.52112676056338" "0.500730266604388" "1" "0"
"Malate--CoA ligase subunit beta (EC 6.2.1.9)" "Gene1834" NA "165" "0.774647887323944" "0.41879825034071" "1" "0"
"Malate:quinone oxidoreductase (EC 1.1.5.4)" "Gene2222" NA "124" "0.713615023474178" "0.692038676909946" "1.2258064516129" "0.438747472184493"
"Malate/L-lactate dehydrogenase-like protein" "Gene2647" NA "77" "0.36150234741784" "0.481567405736776" "1" "0"
"Maleate cis-trans isomerase" "Gene2669" NA "72" "0.36150234741784" "0.528277368045237" "1.06944444444444" "0.255992346325338"
"Maleate cis-trans isomerase (EC 5.2.1.1)" "Gene6468" NA "3" "0.0187793427230047" "0.167175236118464" "1.33333333333333" "0.577350269189626"
"maleylacetate reductase" "Gene8899" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Maleylacetoacetate isomerase (EC 5.2.1.2) @ Glutathione S-transferase" "Gene1685" NA "178" "0.892018779342723" "0.458239205499697" "1.06741573033708" "0.251447911465848"
"Maleylacetoacetate isomerase (EC 5.2.1.2) @ Glutathione S-transferase, zeta (EC 2.5.1.18)" "Gene3293" NA "40" "0.23943661971831" "0.535480441983655" "1.275" "0.452202586776303"
"Maleylacetoacetate isomerase (EC 5.2.1.2) / Glutathione S-transferase" "Gene6758" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"Maleylacetoacetate isomerase @ Glutathione S- transferase, zeta" "Gene7481" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"malonamidase E2" "Gene7482" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"Malonamidase E2" "Gene1494" NA "191" "1" "0.45557345160942" "1.1151832460733" "0.320081968008422"
"Malonate decarboxylase alpha subunit" "Gene1854" NA "162" "0.769953051643192" "0.443653886910011" "1.01234567901235" "0.11076550806205"
"Malonate decarboxylase beta subunit" "Gene1856" NA "162" "0.765258215962441" "0.435797419172234" "1.00617283950617" "0.0785674201318386"
"Malonate decarboxylase delta subunit" "Gene1857" NA "162" "0.765258215962441" "0.435797419172234" "1.00617283950617" "0.0785674201318386"
"Malonate decarboxylase gamma subunit" "Gene1858" NA "162" "0.765258215962441" "0.435797419172234" "1.00617283950617" "0.0785674201318386"
"Malonate transporter, MadL subunit" "Gene2438" NA "94" "0.446009389671362" "0.507626310990212" "1.01063829787234" "0.103142124625879"
"Malonate transporter, MadM subunit" "Gene2213" NA "116" "0.591549295774648" "0.612236808036782" "1.08620689655172" "0.386038194038325"
"Malonate transporter, MadM subunit / Transcriptional regulator, GntR family" "Gene1962" NA "146" "0.699530516431925" "0.517477339999938" "1.02054794520548" "0.24828176658071"
"Malonate-semialdehyde dehydrogenase [inositol] (EC 1.2.1.18)" "Gene4734" NA "13" "0.0657276995305164" "0.266704311276824" "1.07692307692308" "0.277350098112615"
"Malonyl CoA acyl carrier protein transacylase (EC 2.3.1.39)" "Gene6759" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39)" "Gene0787" NA "213" "1.80281690140845" "0.503376850930411" "1.80281690140845" "0.503376850930411"
"Malonyl-[acyl-carrier protein] O-methyltransferase (EC 2.1.1.197)" "Gene8900" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Malonyl-[acyl-carrier protein] O-methyltransferase (EC 2.1.1.197) / Dethiobiotin synthase BioD (EC 6.3.3.3)" "Gene7483" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"Malonyl-CoA decarboxylase (EC 4.1.1.9)" "Gene1310" NA "201" "0.953051643192488" "0.252632521098585" "1.00995024875622" "0.0995012437733208"
"Malto-oligosyltrehalose synthase (EC 5.4.99.15)" "Gene3258" NA "43" "0.2018779342723" "0.402347174938036" "1" "0"
"Malto-oligosyltrehalose trehalohydrolase (EC 3.2.1.141)" "Gene1179" NA "208" "0.995305164319249" "0.205987098473072" "1.01923076923077" "0.137666489859818"
"Maltodextrin ABC transporter, ATP-binding protein MsmX" "Gene7484" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"Maltodextrin ABC transporter, permease protein MdxF" "Gene3810" NA "24" "0.145539906103286" "0.447678829614375" "1.29166666666667" "0.550032937090187"
"Maltodextrin ABC transporter, permease protein MdxG" "Gene3231" NA "44" "0.446009389671362" "0.938256884357101" "2.15909090909091" "0.745316596321753"
"Maltodextrin ABC transporter, substrate-binding protein MdxE" "Gene4094" NA "18" "0.112676056338028" "0.3963023350826" "1.33333333333333" "0.485071250072666"
"Maltodextrin glucosidase (EC 3.2.1.20)" "Gene1744" NA "176" "0.877934272300469" "0.47990904739617" "1.0625" "0.28598201741668"
"Maltose O-acetyltransferase" "Gene4972" NA "9" "0.0563380281690141" "0.285861356931397" "1.33333333333333" "0.5"
"Maltose O-acetyltransferase (EC 2.3.1.79)" "Gene2088" NA "136" "0.708920187793427" "0.598555854974699" "1.11029411764706" "0.337151336887668"
"maltose O-acetyltransferase( EC:2.3.1.79 )" "Gene3522" NA "33" "0.154929577464789" "0.36268992385553" "1" "0"
"Maltose phosphorylase (EC 2.4.1.8) / Trehalose phosphorylase (EC 2.4.1.64)" "Gene3489" NA "35" "0.164319248826291" "0.371437964874858" "1" "0"
"Maltose/maltodextrin ABC transporter, permease protein MalF" "Gene8901" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"Maltose/maltodextrin ABC transporter, permease protein MalG" "Gene6760" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE" "Gene7485" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)" "Gene3919" NA "22" "0.211267605633803" "0.845333912328405" "2.04545454545455" "1.81205678265053"
"Malyl-CoA lyase (EC 4.1.3.24)" "Gene1509" NA "191" "0.906103286384977" "0.323031525768139" "1.01047120418848" "0.102059260175104"
"Malyl-CoA lyase (EC 4.1.3.24) @ Beta-methylmalyl-CoA lyase (EC 4.1.3.-) @ Citramalyl-CoA lyase (EC 4.1.3.-)" "Gene1553" NA "190" "0.892018779342723" "0.31108780478698" "1" "0"
"Mandelate racemase (EC 5.1.2.2)" "Gene4200" NA "20" "0.103286384976526" "0.34836342123873" "1.1" "0.447213595499958"
"Mandelate racemase /muconate lactonizing enzyme related protein (MR/MLE)" "Gene8902" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"mandelate racemase/muconate lactonizing enzyme" "Gene5082" NA "9" "0.0422535211267606" "0.201640890276281" "1" "0"
"mandelate racemase/muconate lactonizing enzyme family protein" "Gene3425" NA "37" "0.230046948356808" "0.548272155298827" "1.32432432432432" "0.529887517102244"
"Mandelate racemase/muconate lactonizing enzyme-like protein" "Gene6106" NA "5" "0.028169014084507" "0.192194205971275" "1.2" "0.447213595499958"
"Mandelate racemase/muconate lactonizing protein" "Gene8903" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Manganese ABC transporter, ATP-binding protein SitB" "Gene5569" NA "7" "0.0375586854460094" "0.21389834603381" "1.14285714285714" "0.377964473009227"
"Manganese ABC transporter, inner membrane permease protein SitC" "Gene5812" NA "6" "0.0328638497652582" "0.203390518642804" "1.16666666666667" "0.408248290463863"
"Manganese ABC transporter, inner membrane permease protein SitD" "Gene5143" NA "9" "0.0516431924882629" "0.260912087437305" "1.22222222222222" "0.440958551844098"
"Manganese ABC transporter, periplasmic-binding protein SitA" "Gene5570" NA "7" "0.0375586854460094" "0.21389834603381" "1.14285714285714" "0.377964473009227"
"Manganese catalase (EC 1.11.1.6)" "Gene1202" NA "206" "1.84037558685446" "1.05189131090965" "1.90291262135922" "1.0122620224447"
"Manganese transport protein MntH" "Gene1096" NA "211" "1.76995305164319" "0.960855798603507" "1.78672985781991" "0.949693794265378"
"Manganese uptake regulation protein MUR" "Gene4985" NA "9" "0.0516431924882629" "0.260912087437305" "1.22222222222222" "0.440958551844098"
"Manganese-dependent protein-tyrosine phosphatase (EC 3.1.3.48)" "Gene8904" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Mannonate dehydratase (EC 4.2.1.8)" "Gene3756" NA "25" "0.197183098591549" "0.6432461523734" "1.68" "1.0295630140987"
"mannose-1-phosphate guanyltransferase" "Gene7486" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) / Mannose-6-phosphate isomerase (EC 5.3.1.8)" "Gene1018" NA "212" "2.08450704225352" "1.67737282401739" "2.09433962264151" "1.67517871657058"
"Mannose-1-phosphate guanylyltransferase (GDP) (EC 2.7.7.22)" "Gene8905" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"Mannose-6-phosphate isomerase" "Gene8906" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Mannose-6-phosphate isomerase (EC 5.3.1.8)" "Gene5960" NA "6" "0.028169014084507" "0.165845260845097" "1" "0"
"Mannosylglycerate hydrolase @ Glucosylglycerate hydrolase" "Gene4628" NA "12" "0.0610328638497653" "0.25886702321332" "1.08333333333333" "0.288675134594813"
"Mannosyltransferase" "Gene8907" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"mannuronan C-5-epimerase, putative" "Gene7487" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"MaoC domain protein dehydratase" "Gene8908" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"MaoC-like dehydratase" "Gene3990" NA "23" "0.122065727699531" "0.368745265910208" "1.1304347826087" "0.344350221575091"
"MaoC-like dehydratase precursor" "Gene8909" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"MaoC-related protein" "Gene8910" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"MarC family integral membrane protein" "Gene3807" NA "23" "0.154929577464789" "0.485095419244493" "1.43478260869565" "0.589767824619589"
"MATE efflux family protein" "Gene1210" NA "204" "0.962441314553991" "0.21389834603381" "1.00490196078431" "0.0700140042014005"
"may contain ATP/GTP binding motif" "Gene7488" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"MBL-fold metallo-hydrolase superfamily" "Gene0879" NA "213" "5.84507042253521" "1.70444386429319" "5.84507042253521" "1.70444386429319"
"MBL-fold metallohydrolase SPO0683" "Gene3353" NA "41" "0.215962441314554" "0.48596202827208" "1.1219512195122" "0.457991372801907"
"MbtH-like NRPS chaperone" "Gene3448" NA "36" "0.169014084507042" "0.375647195967742" "1" "0"
"McrBC restriction endonuclease system, McrB subunit, putative" "Gene8911" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Medium-chain-fatty-acid--CoA ligase (EC 6.2.1.-)" "Gene7489" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"membran protein" "Gene2289" NA "114" "0.544600938967136" "0.517734046426641" "1.01754385964912" "0.131865857044186"
"Membrane alanine aminopeptidase N (EC 3.4.11.2)" "Gene0357" "Gene357" "213" "1.0093896713615" "0.0966715079992743" "1.0093896713615" "0.0966715079992743"
"membrane c-type cytochrome cy" "Gene1866" NA "156" "1.09389671361502" "0.961823312059561" "1.49358974358974" "0.815153220283947"
"Membrane fusion component of MSF-type tripartite multidrug efflux system" "Gene1283" NA "202" "2.31924882629108" "1.25947555687257" "2.44554455445545" "1.16734377671271"
"membrane hypothetical protein" "Gene6761" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"Membrane lipoprotein lipid attachment site containing protein USSDB6D" "Gene1130" NA "210" "0.985915492957746" "0.118117036596368" "1" "0"
"Membrane metalloprotease" "Gene7490" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"Membrane protease family protein BA0301" "Gene3708" NA "31" "0.145539906103286" "0.353475085927833" "1" "0"
"Membrane protease family protein y2843" "Gene5571" NA "6" "0.0328638497652582" "0.203390518642804" "1.16666666666667" "0.408248290463863"
"membrane protein" "Gene4629" NA "17" "0.0845070422535211" "0.295236339925215" "1.05882352941176" "0.242535625036333"
"Membrane protein" "Gene1114" NA "211" "4" "2.19347230543652" "4.03791469194313" "2.16871333641517"
"membrane protein AbrB duplication" "Gene8912" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Membrane protein insertion efficiency factor YidD" "Gene1156" NA "209" "0.981220657276995" "0.136064680601224" "1" "0"
"Membrane protein involved in colicin uptake" "Gene8913" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Membrane protein involved in the export of O-antigen, teichoic acid lipoteichoic acids" "Gene7491" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"Membrane protein mosC" "Gene7492" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"Membrane protein TerC, possibly involved in tellurium resistance" "Gene3079" NA "50" "0.23943661971831" "0.438633880480636" "1.02" "0.14142135623731"
"Membrane protein with DUF350 domain" "Gene4125" NA "22" "0.107981220657277" "0.325898119895364" "1.04545454545455" "0.21320071635561"
"Membrane protein, distant similarity to thiosulphate:quinone oxidoreductase DoxD" "Gene8914" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"membrane protein, putative" "Gene3542" NA "37" "0.197183098591549" "0.474432679376289" "1.13513513513514" "0.48086508630928"
"Membrane protein, putative" "Gene5451" NA "7" "0.0328638497652582" "0.17870014216457" "1" "0"
"Membrane protein, TerC family" "Gene3259" NA "47" "0.220657276995305" "0.415666706908519" "1" "0"
"Membrane proteins related to metalloendopeptidases" "Gene5961" NA "6" "0.028169014084507" "0.165845260845097" "1" "0"
"Membrane-associated phospholipid phosphatase" "Gene4201" NA "18" "0.0938967136150235" "0.323031525768139" "1.11111111111111" "0.323380833381777"
"Membrane-associated protein containing RNA-binding TRAM domain and ribonuclease PIN-domain, YacL B.subtilis ortholog" "Gene6316" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"Membrane-associated zinc metalloprotease" "Gene6317" NA "4" "0.0187793427230047" "0.136064680601224" "1" "0"
"Membrane-bound lytic murein transglycosylase A" "Gene0273" NA "212" "1" "0.0971285862357264" "1.00471698113208" "0.0686802819743445"
"Membrane-bound lytic murein transglycosylase A precursor (EC 3.2.1.-)" "Gene7493" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"Membrane-bound lytic murein transglycosylase B" "Gene0862" NA "213" "3.85446009389671" "0.497580290813102" "3.85446009389671" "0.497580290813102"
"Membrane-bound lytic murein transglycosylase C (EC 3.2.1.n1)" "Gene4839" NA "11" "0.0610328638497653" "0.276488874950651" "1.18181818181818" "0.404519917477945"
"Membrane-bound lytic murein transglycosylase D" "Gene6448" NA "3" "0.0234741784037559" "0.204692925880627" "1.66666666666667" "0.577350269189626"
"Membrane-bound lytic murein transglycosylase D precursor (EC 3.2.1.-)" "Gene6469" NA "4" "0.0234741784037559" "0.180181107892645" "1.25" "0.5"
"Membrane-fusion protein" "Gene5452" NA "7" "0.0328638497652582" "0.17870014216457" "1" "0"
"Menaquinone biosynthesis methyltransferase ubiE (EC 2.1.1.-)" "Gene8915" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"Mercuric ion reductase (EC 1.16.1.1)" "Gene3964" NA "31" "0.150234741784038" "0.371080067282635" "1.03225806451613" "0.179605302026775"
"Mercuric resistance operon regulatory protein" "Gene8916" NA "5" "0.028169014084507" "0.192194205971275" "1.2" "0.447213595499958"
"Mercuric resistance operon regulatory protein MerR" "Gene5083" NA "16" "0.0751173708920188" "0.264201556721733" "1" "0"
"Mercuric resistence transcriptional repressor, MerD" "Gene8917" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Mercuric transport protein, MerE" "Gene8918" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Mercuric transport protein, MerT" "Gene4668" NA "20" "0.0985915492957746" "0.314204427091218" "1.05" "0.223606797749979"
"Mesaconyl-CoA C1-C4 CoA transferase (EC 5.4.1.3)" "Gene5702" NA "8" "0.0375586854460094" "0.190574237954265" "1" "0"
"Mesenchymal stem cell protein DSCD75" "Gene3557" NA "30" "0.145539906103286" "0.366576865931063" "1.03333333333333" "0.182574185835055"
"Metacaspase" "Gene5349" NA "8" "0.0422535211267606" "0.223814679803542" "1.125" "0.353553390593274"
"Metal chaperone, involved in Zn homeostasis" "Gene0830" NA "213" "2.30516431924883" "0.562861285438435" "2.30516431924883" "0.562861285438435"
"metal dependent phosphohydrolase" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Metal dependent phosphohydrolase" "Gene5962" NA "5" "0.0234741784037559" "0.15176056594936" "1" "0"
"Metal dependent phosphohydrolase with a response regulator receiver domain" "Gene1862" NA "164" "1.36619718309859" "1.07158104782956" "1.77439024390244" "0.874493504675813"
"Metal transporter, ZIP family" "Gene2957" NA "65" "0.403755868544601" "0.704691138369185" "1.32307692307692" "0.640012019117911"
"metal-activated pyridoxal enzyme" "Gene3016" NA "50" "0.234741784037559" "0.424835766259185" "1" "0"
"METAL-ACTIVATED PYRIDOXAL ENZYME" "Gene4787" NA "11" "0.0516431924882629" "0.221826943455005" "1" "0"
"Metal-dependent amidase/aminoacylase/carboxypeptidase" "Gene4273" NA "18" "0.0892018779342723" "0.301764967889769" "1.05555555555556" "0.235702260395516"
"Metal-dependent hydrolase" "Gene2864" NA "62" "0.356807511737089" "0.602207531409815" "1.2258064516129" "0.421525521414298"
"Metal-dependent hydrolase YbeY, involved in rRNA and/or ribosome maturation and assembly" "Gene0115" "Gene115" "213" "1" "0" "1" "0"
"Metal-dependent hydrolases of the beta-lactamase superfamily I" "Gene1118" NA "209" "0.990610328638498" "0.167968166588659" "1.00956937799043" "0.0975877623756003"
"Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein" "Gene0358" "Gene358" "213" "1.0093896713615" "0.137037741965506" "1.0093896713615" "0.137037741965506"
"Metal-dependent hydrolases of the beta-lactamase superfamily II" "Gene8919" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Metal-dependent hydrolases of the beta-lactamase superfamily III" "Gene3898" NA "24" "0.112676056338028" "0.316941267756371" "1" "0"
"Metal-dependent phosphohydrolase" "Gene3087" NA "46" "0.215962441314554" "0.412457703374852" "1" "0"
"Metal-sensitive transcriptional repressor" "Gene5254" NA "9" "0.0469483568075117" "0.23321498333614" "1.11111111111111" "0.333333333333333"
"Metallo-beta-lactamase domain-containing protein" "Gene8920" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"metallo-beta-lactamase family protein" "Gene7494" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"Metallo-beta-lactamase family protein" NA NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"Metallo-beta-lactamase family protein, RNA-specific" "Gene4105" NA "19" "0.103286384976526" "0.34836342123873" "1.15789473684211" "0.374634324632678"
"Metallo-beta-lactamase superfamily" "Gene8921" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Metallo-beta-lactamase superfamily protein PA0057" "Gene4788" NA "11" "0.0516431924882629" "0.221826943455005" "1" "0"
"Metallo-dependent hydrolases, subgroup B" "Gene4026" NA "25" "0.117370892018779" "0.322619933085667" "1" "0"
"Metallopeptidase" "Gene8922" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Metallopeptidase, family M24" "Gene7495" NA "2" "0.00938967136150235" "0.0966715079992743" "1" "0"
"metallophosphoesterase" "Gene8923" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Metallophosphoesterase" "Gene2060" NA "138" "0.652582159624413" "0.487054488313043" "1.00724637681159" "0.0851256530758749"
"metalloprotease transporter" NA NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Metallothionein" "Gene2169" NA "128" "0.610328638497653" "0.507757170621427" "1.015625" "0.124506901430953"
"Methane monooxygenase component A alpha chain (EC 1.14.13.25)" "Gene6762" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"Methane monooxygenase component A beta chain (EC 1.14.13.25)" "Gene6763" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"Methane monooxygenase component C (EC 1.14.13.25)" "Gene6764" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"Methane monooxygenase regulatory protein B" "Gene6765" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"Methanol dehydrogenase large subunit protein (EC 1.1.2.7)" "Gene1285" NA "203" "3.11267605633803" "1.65303576455718" "3.26600985221675" "1.53770348887698"
"Methanol dehydrogenase regulatory protein MoxR" "Gene2476" NA "97" "0.455399061032864" "0.49917994581213" "1" "0"
"Methanol dehydrogenase, small subunit (EC 1.1.2.7)" "Gene1929" NA "153" "0.71830985915493" "0.45088273770134" "1" "0"
"Methanol oxidation genes, glmU-like" "Gene8924" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Methanol utilization control regulatory protein MoxX" "Gene2022" NA "143" "0.938967136150235" "0.847322566637842" "1.3986013986014" "0.651540537796687"
"Methanol utilization control sensor protein MoxY (EC 2.7.3.-)" "Gene2811" NA "69" "0.39906103286385" "0.669693721203718" "1.23188405797101" "0.597665250006761"
"Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)" "Gene1590" NA "189" "0.887323943661972" "0.316941267756371" "1" "0"
"Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9) / Methylenetetrahydrofolate dehydrogenase (NADP+) (EC 1.5.1.5)" "Gene3662" NA "28" "0.131455399061033" "0.338693722793712" "1" "0"
"Methicillin resistance protein" "Gene6978" NA "2" "0.0187793427230047" "0.193343015998549" "2" "0"
"Methionine ABC transporter ATP-binding protein" "Gene1889" NA "154" "0.845070422535211" "0.643865551797002" "1.16883116883117" "0.439922673020885"
"Methionine ABC transporter permease protein" "Gene1903" NA "153" "0.784037558685446" "0.549724320702086" "1.09150326797386" "0.289270341689838"
"Methionine ABC transporter substrate-binding protein" "Gene1896" NA "154" "1.72769953051643" "1.48610954161179" "2.38961038961039" "1.21166276025849"
"Methionine aminopeptidase (EC 3.4.11.18)" "Gene0774" NA "213" "1.63849765258216" "0.491264825254363" "1.63849765258216" "0.491264825254363"
"Methionine biosynthesis protein MetW" "Gene4919" NA "10" "0.0469483568075117" "0.212026569533926" "1" "0"
"Methionine gamma-lyase (EC 4.4.1.11)" "Gene2735" NA "70" "0.347417840375587" "0.524364304317603" "1.05714285714286" "0.2892125383512"
"Methionine sulfoxide reductase molybdopterin-binding subunit" "Gene5255" NA "10" "0.0469483568075117" "0.212026569533926" "1" "0"
"Methionine sulfoxide reductase-associated methionine-rich protein" "Gene3648" NA "35" "0.169014084507042" "0.388001002708212" "1.02857142857143" "0.169030850945703"
"Methionine synthase II (cobalamin-independent)" "Gene4789" NA "11" "0.0516431924882629" "0.221826943455005" "1" "0"
"Methionyl-tRNA formyltransferase" "Gene8925" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Methionyl-tRNA formyltransferase (EC 2.1.2.9)" "Gene0558" NA "213" "1.05164319248826" "0.221826943455005" "1.05164319248826" "0.221826943455005"
"Methionyl-tRNA formyltransferase domain protein" "Gene1591" NA "189" "0.887323943661972" "0.316941267756371" "1" "0"
"Methionyl-tRNA formyltransferase related protein" "Gene1044" NA "211" "0.995305164319249" "0.118864620240432" "1.00473933649289" "0.0688428390821514"
"Methionyl-tRNA synthetase (EC 6.1.1.10)" "Gene0559" NA "213" "1.05633802816901" "0.231116482740212" "1.05633802816901" "0.231116482740212"
"Methoxyneurosporene dehydrogenase (EC 1.14.99.-)" "Gene1677" NA "185" "0.877934272300469" "0.355723360024386" "1.01081081081081" "0.103692123154222"
"Methyl-accepting chemotaxis protein" "Gene1029" NA "212" "6.71830985915493" "4.15223206145967" "6.75" "4.13616004347188"
"Methyl-accepting chemotaxis protein I (serine chemoreceptor protein)" "Gene4314" NA "19" "0.0938967136150235" "0.30808343736063" "1.05263157894737" "0.229415733870562"
"methyl-accepting chemotaxis receptor transducer precursor" "Gene8926" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Methyl-accepting chemotaxis receptor/sensory transducer" "Gene3523" NA "34" "0.15962441314554" "0.36712016664803" "1" "0"
"Methyl-accepting chemotaxis receptor/sensory transducer precursor" "Gene6766" NA "5" "0.028169014084507" "0.192194205971275" "1.2" "0.447213595499958"
"Methyl-accepting chemotaxis receptor/sensory transducer with PAS domain" "Gene8927" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Methyl-accepting chemotaxis sensor/transducer protein" "Gene1115" NA "211" "19.0657276995305" "9.70583364072102" "19.2464454976303" "9.57108364122127"
"Methyl-accepting chemotaxis sensory transducer precursor" "Gene8928" NA "1" "0.00469483568075117" "0.0685188709827532" "1" NA
"Methyl-accepting chemotaxis transducer dimer protein" "Gene3145" NA "46" "0.234741784037559" "0.467141603102991" "1.08695652173913" "0.284884924644768"
"Methyl-accepting chemotaxis transducer domain protein" "Gene3305" NA "40" "0.192488262910798" "0.406944326662875" "1.025" "0.158113883008419"
"Methyl-directed repair DNA adenine methylase (EC 2.1.1.72)" "Gene7496" NA "3" "0.0140845070422535" "0.118117036596368" "1" "0"
"Methylamine dehydrogenase heavy chain precursor (EC 1.4.99.3)" "Gene4850" NA "12" "0.0610328638497653" "0.25886702321332" "1.08333333333333" "0.288675134594813"
